date,USDZAR Curncy,XAU Curncy,XBTUSD Curncy
2021-03-21,,,57813.39
2021-03-22,14.7189,1739.03,54554.83
2021-03-23,14.8942,1727.07,54447.56
2021-03-24,14.98,1734.69,54050.57
2021-03-25,15.0184,1726.93,52001.01
2021-03-26,14.9844,1732.52,54002.49
2021-03-27,,,55887.89
2021-03-28,,,54845.71
2021-03-29,14.9144,1712.2,57234.35
2021-03-30,14.9175,1685.2,58673.67
2021-03-31,14.7759,1707.71,58960.2
2021-04-01,14.6225,1729.31,58859.78
2021-04-02,14.674,1728.87,58674.76
2021-04-03,,,58064.8
2021-04-04,,,58044.39
2021-04-05,14.5548,1728.27,58799.14
2021-04-06,14.5238,1743.27,58243.87
2021-04-07,14.5741,1737.72,56227.64
2021-04-08,14.5176,1755.84,57679.16
2021-04-09,14.6112,1743.88,58333.6
2021-04-10,,,58568.57
2021-04-11,,,59674.92
2021-04-12,14.576,1732.76,59977.92
2021-04-13,14.5128,1745.51,63193.56
2021-04-14,14.3923,1736.43,62384.19
2021-04-15,14.1677,1763.95,63410.29
2021-04-16,14.3101,1776.51,62005.42
2021-04-17,,,60870.13
2021-04-18,,,56291.89
2021-04-19,14.2222,1771.43,56210.89
2021-04-20,14.306,1778.75,56800.5
2021-04-21,14.2496,1793.79,54996.31
2021-04-22,14.3083,1783.94,51593.44
2021-04-23,14.2771,1777.2,50567.72
2021-04-24,,,50984.81
2021-04-25,,,48122.24
2021-04-26,14.2772,1781.38,53262.87
2021-04-27,14.3723,1776.6,55192.62
2021-04-28,14.2363,1781.68,54438.68
2021-04-29,14.3071,1772.18,52990.9
2021-04-30,14.495,1769.13,56814.44
2021-05-01,,,57725.77
2021-05-02,,,57042.24
2021-05-03,14.4027,1792.88,56811.66
2021-05-04,14.4671,1779.06,54770.39
2021-05-05,14.3696,1786.87,56895.44
2021-05-06,14.2103,1815.22,55955.47
2021-05-07,14.0574,1831.24,57684.39
2021-05-08,,,59004.37
2021-05-09,,,57931.38
2021-05-10,14.0421,1836.07,55308.81
2021-05-11,13.9995,1837.47,56911.32
2021-05-12,14.1313,1815.69,54482.81
2021-05-13,14.1163,1826.72,49312.81
2021-05-14,14.1301,1843.43,49193.56
2021-05-15,,,48242.61
2021-05-16,,,44098.92
2021-05-17,14.0993,1866.9,44816.08
2021-05-18,14.0003,1869.44,43294.36
2021-05-19,14.1045,1869.62,38336.11
2021-05-20,13.9747,1877.21,40078.49
2021-05-21,13.9619,1881.25,35251.36
2021-05-22,,,38084.88
2021-05-23,,,33700.55
2021-05-24,13.9245,1881.02,39024.16
2021-05-25,13.8689,1899.25,37646.5
2021-05-26,13.7606,1896.67,38774.5
2021-05-27,13.7736,1896.54,38495.29
2021-05-28,13.7649,1903.77,35218.36
2021-05-29,,,34269.86
2021-05-30,,,36081.09
2021-05-31,13.7373,1906.87,36690.89
2021-06-01,13.7558,1900.44,36322.98
2021-06-02,13.5194,1908.38,37745.13
2021-06-03,13.6391,1870.76,38705.27
2021-06-04,13.4316,1891.59,37056.79
2021-06-05,,,35854.31
2021-06-06,,,35978.7
2021-06-07,13.508,1899.21,34457.74
2021-06-08,13.5717,1892.89,33629.96
2021-06-09,13.7347,1888.57,36408.39
2021-06-10,13.6101,1898.51,36494.56
2021-06-11,13.7163,1877.53,37152.15
2021-06-12,,,36020.18
2021-06-13,,,39260.32
2021-06-14,13.7811,1866.18,39831.58
2021-06-15,13.7724,1859.02,39948.77
2021-06-16,14.0264,1811.47,38532.5
2021-06-17,14.116,1773.5,37747.52
2021-06-18,14.3509,1764.16,35517.31
2021-06-19,,,36119.11
2021-06-20,,,35823.29
2021-06-21,14.2343,1783.27,32582.59
2021-06-22,14.2715,1778.74,32903.52
2021-06-23,14.2179,1778.68,33059.18
2021-06-24,14.2089,1775.17,34859.9
2021-06-25,14.1466,1781.44,32215.31
2021-06-26,,,31305.79
2021-06-27,,,32635.76
2021-06-28,14.26,1778.48,34677.77
2021-06-29,14.3531,1761.24,36168.2
2021-06-30,14.2854,1770.11,34585.0
2021-07-01,14.4336,1776.84,33422.0
2021-07-02,14.2509,1787.3,33142.64
2021-07-03,,,34728.55
2021-07-04,,,35547.25
2021-07-05,14.2625,1791.77,33855.36
2021-07-06,14.381,1797.08,33957.11
2021-07-07,14.3113,1803.63,34544.86
2021-07-08,14.3394,1802.83,32815.73
2021-07-09,14.2182,1808.32,33522.57
2021-07-10,,,33332.25
2021-07-11,,,33854.3
2021-07-12,14.403,1806.28,32849.59
2021-07-13,14.7293,1807.76,32508.34
2021-07-14,14.4762,1827.53,32813.83
2021-07-15,14.5811,1829.47,31758.37
2021-07-16,14.4307,1812.05,31842.51
2021-07-17,,,31737.26
2021-07-18,,,31652.45
2021-07-19,14.5682,1812.64,30776.39
2021-07-20,14.6015,1810.36,29865.53
2021-07-21,14.5939,1803.66,31818.67
2021-07-22,14.6929,1806.92,32247.75
2021-07-23,14.8503,1802.15,32500.7
2021-07-24,,,33939.65
2021-07-25,,,34483.2
2021-07-26,14.7947,1797.63,37751.68
2021-07-27,14.7887,1799.09,38044.5
2021-07-28,14.749,1807.11,39985.95
2021-07-29,14.5564,1828.17,39722.08
2021-07-30,14.6019,1814.19,40689.27
2021-07-31,,,41540.22
2021-08-01,,,41268.06
2021-08-02,14.4724,1813.47,38856.63
2021-08-03,14.3124,1810.44,38072.95
2021-08-04,14.3855,1811.74,39754.38
2021-08-05,14.5092,1804.41,40899.36
2021-08-06,14.6308,1763.03,42719.51
2021-08-07,,,43975.95
2021-08-08,,,43867.4
2021-08-09,14.7808,1729.94,45464.51
2021-08-10,14.8016,1728.93,45642.9
2021-08-11,14.6623,1751.7,46345.49
2021-08-12,14.7818,1752.9,44480.11
2021-08-13,14.7347,1779.74,47609.88
2021-08-14,,,46666.78
2021-08-15,,,46718.33
2021-08-16,14.8427,1787.45,46078.11
2021-08-17,14.9107,1786.19,44992.1
2021-08-18,14.9806,1787.82,44546.67
2021-08-19,15.2122,1780.38,46587.99
2021-08-20,15.2953,1781.11,48668.03
2021-08-21,,,49011.76
2021-08-22,,,48414.22
2021-08-23,15.1259,1805.43,49515.08
2021-08-24,15.0004,1802.9,48345.65
2021-08-25,14.952,1791.0,48712.63
2021-08-26,14.9357,1792.43,47036.43
2021-08-27,14.7229,1817.57,48921.81
2021-08-28,,,48755.08
2021-08-29,,,48925.24
2021-08-30,14.6734,1810.34,48648.9
2021-08-31,14.5242,1813.62,47008.53
2021-09-01,14.4132,1813.9,48272.51
2021-09-02,14.465,1809.66,49562.1
2021-09-03,14.3126,1827.73,50152.52
2021-09-04,,,50182.7
2021-09-05,,,51668.21
2021-09-06,14.2377,1823.29,51934.74
2021-09-07,14.3152,1794.36,46819.01
2021-09-08,14.1895,1789.26,46060.72
2021-09-09,14.2103,1794.58,46256.1
2021-09-10,14.2086,1787.58,45077.81
2021-09-11,,,45319.68
2021-09-12,,,45089.47
2021-09-13,14.1433,1793.75,45187.52
2021-09-14,14.3287,1804.51,46828.18
2021-09-15,14.4111,1794.06,47941.58
2021-09-16,14.5977,1753.77,47149.38
2021-09-17,14.718,1754.34,46990.35
2021-09-18,,,47994.88
2021-09-19,,,47601.08
2021-09-20,14.7832,1764.16,43537.86
2021-09-21,14.84,1774.51,40926.74
2021-09-22,14.8078,1768.16,43451.15
2021-09-23,14.75,1742.76,44710.2
2021-09-24,14.9534,1750.42,42981.54
2021-09-25,,,42678.81
2021-09-26,,,43651.76
2021-09-27,14.9648,1750.16,42706.99
2021-09-28,15.1068,1734.01,41785.9
2021-09-29,15.1888,1726.37,41125.06
2021-09-30,15.0683,1756.95,43436.35
2021-10-01,14.8839,1760.98,48132.9
2021-10-02,,,48019.13
2021-10-03,,,48464.31
2021-10-04,15.0443,1769.57,49006.15
2021-10-05,14.9996,1760.18,51474.19
2021-10-06,14.975,1762.74,54936.9
2021-10-07,14.9578,1755.78,54184.24
2021-10-08,14.9277,1757.13,53993.31
2021-10-09,,,54670.87
2021-10-10,,,55435.21
2021-10-11,15.0667,1754.15,57341.5
2021-10-12,14.9795,1760.18,55362.51
2021-10-13,14.807,1792.97,56982.87
2021-10-14,14.7874,1795.87,57443.04
2021-10-15,14.603,1767.62,62526.67
2021-10-16,,,61014.11
2021-10-17,,,59400.14
2021-10-18,14.6846,1764.86,61367.44
2021-10-19,14.5264,1769.29,64121.31
2021-10-20,14.4015,1782.08,65996.35
2021-10-21,14.6886,1782.9,62680.43
2021-10-22,14.8265,1792.65,60726.01
2021-10-23,,,61124.51
2021-10-24,,,61159.77
2021-10-25,14.7142,1807.73,62544.64
2021-10-26,14.8495,1792.91,62096.9
2021-10-27,15.0832,1796.81,58924.76
2021-10-28,15.1345,1798.91,61395.58
2021-10-29,15.2412,1783.38,62395.66
2021-10-30,,,61682.78
2021-10-31,,,60975.98
2021-11-01,15.4295,1793.28,60727.52
2021-11-02,15.4431,1787.76,63141.03
2021-11-03,15.2702,1769.84,62776.06
2021-11-04,15.2169,1792.04,61365.05
2021-11-05,15.0529,1818.36,60976.2
2021-11-06,,,61201.83
2021-11-07,,,62884.45
2021-11-08,14.9184,1824.18,66138.54
2021-11-09,15.0283,1831.92,67734.04
2021-11-10,15.4327,1849.6,64293.61
2021-11-11,15.3061,1862.11,65069.89
2021-11-12,15.3279,1864.9,64100.68
2021-11-13,,,64367.64
2021-11-14,,,64336.55
2021-11-15,15.2444,1862.84,63899.88
2021-11-16,15.5139,1850.63,60488.5
2021-11-17,15.5053,1867.48,60117.19
2021-11-18,15.6455,1858.94,57595.39
2021-11-19,15.7268,1845.73,57869.63
2021-11-20,,,59651.08
2021-11-21,,,59541.76
2021-11-22,15.8582,1804.65,56278.01
2021-11-23,15.8351,1789.16,57709.14
2021-11-24,15.8891,1788.61,57331.67
2021-11-25,15.9718,1788.85,58855.15
2021-11-26,16.286,1802.59,54019.74
2021-11-27,,,54625.03
2021-11-28,,,56341.89
2021-11-29,16.1528,1784.6,58316.89
2021-11-30,15.8859,1774.52,57138.67
2021-12-01,16.0377,1781.73,57029.49
2021-12-02,15.9359,1768.74,56903.45
2021-12-03,16.0809,1783.29,53655.27
2021-12-04,,,48765.22
2021-12-05,,,49229.81
2021-12-06,15.9187,1778.67,50120.56
2021-12-07,15.8505,1784.13,50527.72
2021-12-08,15.7146,1782.99,50635.11
2021-12-09,15.9394,1775.33,47997.76
2021-12-10,15.9761,1782.84,47952.18
2021-12-11,,,48813.56
2021-12-12,,,49965.29
2021-12-13,16.0223,1786.67,46828.95
2021-12-14,16.0865,1770.85,48310.62
2021-12-15,15.972,1776.92,49192.58
2021-12-16,15.9431,1799.35,48111.68
2021-12-17,15.8845,1798.11,46873.03
2021-12-18,,,46971.17
2021-12-19,,,46741.79
2021-12-20,15.7672,1790.93,46987.56
2021-12-21,15.8514,1789.27,49106.42
2021-12-22,15.7023,1803.67,49073.95
2021-12-23,15.6534,1808.81,50849.2
2021-12-24,15.5452,1810.26,50908.79
2021-12-25,,,50986.51
2021-12-26,,,50808.21
2021-12-27,15.5439,1812.13,50989.1
2021-12-28,15.7701,1806.18,47561.31
2021-12-29,15.9363,1804.71,47232.15
2021-12-30,15.9295,1814.67,47298.35
2021-12-31,15.9372,1829.2,46333.65
2022-01-01,,,47333.2
2022-01-02,,,47028.52
2022-01-03,15.8753,1801.45,45997.26
2022-01-04,15.997,1814.6,46220.42
2022-01-05,15.9025,1810.44,43603.88
2022-01-06,15.7418,1791.16,43120.88
2022-01-07,15.5806,1796.55,41881.75
2022-01-08,,,41788.38
2022-01-09,,,42315.13
2022-01-10,15.6756,1801.68,41729.31
2022-01-11,15.525,1821.6,42687.27
2022-01-12,15.3084,1826.15,43793.81
2022-01-13,15.4053,1822.54,42828.59
2022-01-14,15.3899,1817.94,43321.7
2022-01-15,,,43333.72
2022-01-16,,,42982.4
2022-01-17,15.3855,1819.23,41743.99
2022-01-18,15.5209,1813.74,42395.22
2022-01-19,15.332,1840.54,41724.22
2022-01-20,15.2181,1839.29,41326.77
2022-01-21,15.1042,1835.38,36692.38
2022-01-22,,,35402.77
2022-01-23,,,35364.47
2022-01-24,15.2614,1843.06,36828.36
2022-01-25,15.232,1848.02,36579.75
2022-01-26,15.3385,1819.59,36356.7
2022-01-27,15.4616,1797.43,36198.95
2022-01-28,15.5999,1791.53,37807.95
2022-01-29,,,38388.74
2022-01-30,,,37754.4
2022-01-31,15.3866,1797.17,38437.84
2022-02-01,15.2633,1801.19,38813.82
2022-02-02,15.3383,1806.8,36936.93
2022-02-03,15.2601,1804.85,36964.58
2022-02-04,15.4622,1808.28,40647.25
2022-02-05,,,41673.4
2022-02-06,,,41687.25
2022-02-07,15.5066,1820.47,44102.99
2022-02-08,15.3504,1825.92,44230.11
2022-02-09,15.2126,1833.36,44497.51
2022-02-10,15.17,1826.85,43776.42
2022-02-11,15.212,1858.76,42563.24
2022-02-12,,,41899.77
2022-02-13,,,42228.76
2022-02-14,15.1311,1871.18,42249.01
2022-02-15,15.1089,1853.61,43999.15
2022-02-16,14.9917,1869.8,44092.86
2022-02-17,14.9929,1898.43,40699.63
2022-02-18,15.1346,1898.43,39991.9
2022-02-19,,,39942.63
2022-02-20,,,38252.4
2022-02-21,15.1502,1906.29,37076.09
2022-02-22,15.0742,1898.64,37893.47
2022-02-23,15.1359,1909.01,37543.5
2022-02-24,15.3478,1903.89,38414.95
2022-02-25,15.1563,1889.34,38994.5
2022-02-26,,,39480.74
2022-02-27,,,37435.48
2022-02-28,15.3756,1908.99,41654.97
2022-03-01,15.4207,1945.28,43900.24
2022-03-02,15.3176,1928.72,44090.72
2022-03-03,15.1984,1935.95,42096.97
2022-03-04,15.3903,1970.7,39393.7
2022-03-05,,,39380.38
2022-03-06,,,39030.04
2022-03-07,15.3572,1998.11,37839.36
2022-03-08,15.3006,2050.76,38506.43
2022-03-09,15.0001,1991.83,41893.74
2022-03-10,15.0446,1996.98,39329.95
2022-03-11,15.0412,1988.46,38860.7
2022-03-12,,,39102.38
2022-03-13,,,38687.43
2022-03-14,15.1282,1950.88,38725.24
2022-03-15,15.1097,1917.94,39441.9
2022-03-16,14.9191,1927.29,41258.79
2022-03-17,14.9223,1942.89,40724.56
2022-03-18,14.9694,1921.62,41755.9
2022-03-19,,,42219.42
2022-03-20,,,41308.02
2022-03-21,14.9098,1935.91,41136.88
2022-03-22,14.8097,1921.69,42606.24
2022-03-23,14.7618,1943.86,42368.58
2022-03-24,14.5253,1957.69,43895.65
2022-03-25,14.5417,1958.29,44577.76
2022-03-26,,,44590.9
2022-03-27,,,46111.06
2022-03-28,14.6914,1922.8,47967.56
2022-03-29,14.5366,1919.43,47486.26
2022-03-30,14.4748,1932.87,47277.24
2022-03-31,14.6115,1937.44,45767.58
2022-04-01,14.6648,1925.68,46168.58
2022-04-02,,,46196.63
2022-04-03,,,46387.63
2022-04-04,14.587,1932.73,46311.76
2022-04-05,14.6728,1923.6,45868.99
2022-04-06,14.6657,1925.35,43885.38
2022-04-07,14.7437,1931.86,43577.22
2022-04-08,14.6457,1947.54,42815.77
2022-04-09,,,42447.77
2022-04-10,,,43125.15
2022-04-11,14.5698,1953.52,39846.47
2022-04-12,14.5096,1966.76,39534.08
2022-04-13,14.5643,1977.8,41254.52
2022-04-14,14.663,1973.71,39915.93
2022-04-15,14.6254,1978.24,40404.52
2022-04-16,,,40294.88
2022-04-17,,,40273.09
2022-04-18,14.6538,1978.91,40673.67
2022-04-19,14.9858,1950.09,41297.9
2022-04-20,15.0331,1957.77,41430.79
2022-04-21,15.3802,1951.62,40615.45
2022-04-22,15.6082,1931.6,39621.31
2022-04-23,,,39808.74
2022-04-24,,,39515.9
2022-04-25,15.6761,1897.83,40186.18
2022-04-26,15.8488,1905.51,38123.52
2022-04-27,15.8913,1886.1,39106.93
2022-04-28,16.0329,1894.45,39889.27
2022-04-29,15.7892,1896.93,38560.04
2022-04-30,,,38334.7
2022-05-01,,,38320.24
2022-05-02,16.1133,1863.02,38312.41
2022-05-03,15.7776,1868.12,37784.82
2022-05-04,15.4567,1881.22,39800.33
2022-05-05,15.9894,1877.18,36456.02
2022-05-06,15.9963,1883.81,36077.29
2022-05-07,,,35768.23
2022-05-08,,,34225.04
2022-05-09,16.1894,1854.17,30959.3
2022-05-10,16.1238,1838.27,31000.83
2022-05-11,16.0891,1852.4,28402.78
2022-05-12,16.0909,1821.82,28546.25
2022-05-13,16.1652,1811.79,29760.13
2022-05-14,,,29341.75
2022-05-15,,,31019.19
2022-05-16,16.1476,1824.14,29908.75
2022-05-17,15.9111,1815.16,30077.8
2022-05-18,16.032,1816.6,29205.89
2022-05-19,15.8272,1841.85,30231.08
2022-05-20,15.8417,1846.5,29117.13
2022-05-21,,,29391.93
2022-05-22,,,29907.98
2022-05-23,15.7506,1853.59,29314.55
2022-05-24,15.6431,1866.45,29438.3
2022-05-25,15.7409,1853.46,29764.46
2022-05-26,15.7071,1850.63,29437.55
2022-05-27,15.5903,1853.72,28728.9
2022-05-28,,,28999.04
2022-05-29,,,29160.07
2022-05-30,15.494,1855.23,31257.74
2022-05-31,15.6405,1837.35,31788.28
2022-06-01,15.5678,1846.6,29621.61
2022-06-02,15.4666,1868.58,30225.18
2022-06-03,15.5482,1851.19,29640.5
2022-06-04,,,29733.76
2022-06-05,,,29925.66
2022-06-06,15.4366,1841.43,31438.72
2022-06-07,15.3799,1852.37,31330.81
2022-06-08,15.2899,1853.36,30179.77
2022-06-09,15.512,1847.95,30161.34
2022-06-10,15.8567,1871.6,29177.39
2022-06-11,,,28380.38
2022-06-12,,,27345.79
2022-06-13,16.1172,1819.26,23209.61
2022-06-14,16.0399,1808.49,21966.38
2022-06-15,15.7757,1833.82,21640.29
2022-06-16,16.0085,1857.33,20677.24
2022-06-17,16.0181,1839.39,20630.54
2022-06-18,,,17785.09
2022-06-19,,,20607.54
2022-06-20,16.0354,1838.74,20427.23
2022-06-21,15.9216,1832.98,20838.45
2022-06-22,15.9148,1837.72,19857.05
2022-06-23,15.9618,1822.77,20795.38
2022-06-24,15.8019,1826.88,21183.82
2022-06-25,,,21214.51
2022-06-26,,,21392.35
2022-06-27,15.8636,1822.85,20898.65
2022-06-28,16.0887,1820.01,20247.7
2022-06-29,16.2367,1817.73,20197.75
2022-06-30,16.2782,1807.27,18731.3
2022-07-01,16.4154,1811.43,19406.69
2022-07-02,,,19238.99
2022-07-03,,,19420.48
2022-07-04,16.3409,1808.15,19755.85
2022-07-05,16.534,1764.76,20441.63
2022-07-06,16.8115,1738.86,20380.0
2022-07-07,16.7205,1740.16,21610.58
2022-07-08,16.8726,1742.48,21846.53
2022-07-09,,,21672.98
2022-07-10,,,20972.87
2022-07-11,17.1074,1733.96,20409.54
2022-07-12,17.0288,1726.0,19443.28
2022-07-13,16.9093,1735.51,19657.01
2022-07-14,17.1597,1709.94,20667.93
2022-07-15,17.0751,1708.17,20926.53
2022-07-16,,,21204.61
2022-07-17,,,20930.58
2022-07-18,17.1225,1709.22,21487.97
2022-07-19,17.0962,1711.67,23304.71
2022-07-20,17.1532,1696.58,23258.12
2022-07-21,17.0555,1718.81,23123.88
2022-07-22,16.8275,1727.64,22605.38
2022-07-23,,,22330.07
2022-07-24,,,22723.53
2022-07-25,16.7936,1719.78,22171.68
2022-07-26,16.9474,1717.32,20985.62
2022-07-27,16.6902,1734.19,22784.97
2022-07-28,16.4836,1755.84,24033.74
2022-07-29,16.6237,1765.94,23951.94
2022-07-30,,,23972.77
2022-07-31,,,23807.28
2022-08-01,16.5157,1772.17,23129.11
2022-08-02,16.8212,1760.39,23029.66
2022-08-03,16.7492,1765.29,23327.08
2022-08-04,16.6118,1791.28,22513.58
2022-08-05,16.7768,1775.5,22985.34
2022-08-06,,,23174.48
2022-08-07,,,23266.22
2022-08-08,16.6922,1788.96,24072.39
2022-08-09,16.5765,1794.29,23144.84
2022-08-10,16.2076,1792.38,23904.94
2022-08-11,16.2346,1789.72,24216.28
2022-08-12,16.1684,1802.4,24240.76
2022-08-13,,,24494.84
2022-08-14,,,24322.8
2022-08-15,16.436,1779.71,24074.01
2022-08-16,16.3861,1775.69,23984.02
2022-08-17,16.6503,1761.77,23407.4
2022-08-18,16.8639,1758.61,23416.76
2022-08-19,17.0033,1747.06,21274.36
2022-08-20,,,20819.56
2022-08-21,,,21474.5
2022-08-22,16.9974,1736.3,21124.4
2022-08-23,16.9951,1748.15,21477.74
2022-08-24,16.937,1751.19,21692.74
2022-08-25,16.7494,1758.71,21647.93
2022-08-26,16.8849,1738.14,20650.41
2022-08-27,,,20009.56
2022-08-28,,,19989.13
2022-08-29,16.8275,1737.09,20177.32
2022-08-30,16.9807,1724.02,19975.94
2022-08-31,17.1189,1711.04,20196.67
2022-09-01,17.2757,1697.52,20071.34
2022-09-02,17.305,1712.19,19969.21
2022-09-03,,,19743.94
2022-09-04,,,19901.9
2022-09-05,17.1655,1710.4,19742.13
2022-09-06,17.3005,1702.14,18978.5
2022-09-07,17.2688,1718.37,19387.15
2022-09-08,17.5183,1708.46,19379.74
2022-09-09,17.3064,1716.83,21300.3
2022-09-10,,,21431.35
2022-09-11,,,21641.25
2022-09-12,17.1269,1724.54,22409.58
2022-09-13,17.457,1702.17,20240.4
2022-09-14,17.4833,1697.32,19946.38
2022-09-15,17.5652,1665.11,19852.49
2022-09-16,17.6103,1675.06,19751.07
2022-09-17,,,20080.05
2022-09-18,,,19721.88
2022-09-19,17.675,1675.84,19522.21
2022-09-20,17.6902,1664.89,18974.31
2022-09-21,17.7428,1673.89,18926.45
2022-09-22,17.5982,1671.22,19247.72
2022-09-23,17.95,1643.94,18852.06
2022-09-24,,,19144.41
2022-09-25,,,18903.75
2022-09-26,18.09,1622.36,19113.38
2022-09-27,18.0167,1628.9,19072.71
2022-09-28,17.8551,1659.97,19567.79
2022-09-29,18.0146,1660.54,19508.14
2022-09-30,18.0855,1660.61,19425.13
2022-10-01,,,19252.71
2022-10-02,,,19234.63
2022-10-03,17.8437,1699.89,19597.13
2022-10-04,17.6289,1726.13,20340.91
2022-10-05,17.7835,1716.26,19988.42
2022-10-06,18.0013,1712.53,20051.13
2022-10-07,18.096,1694.82,19551.56
2022-10-08,,,19456.38
2022-10-09,,,19485.5
2022-10-10,18.096,1668.61,19241.2
2022-10-11,18.1822,1666.34,19019.1
2022-10-12,18.2936,1673.19,19169.43
2022-10-13,18.2664,1666.37,19386.99
2022-10-14,18.3594,1644.47,19177.31
2022-10-15,,,19097.54
2022-10-16,,,19332.84
2022-10-17,18.0696,1650.09,19529.38
2022-10-18,18.112,1652.22,19367.71
2022-10-19,18.2933,1629.44,19196.47
2022-10-20,18.2963,1628.02,19030.39
2022-10-21,18.0892,1657.69,19181.79
2022-10-22,,,19219.63
2022-10-23,,,19497.58
2022-10-24,18.4126,1649.78,19382.19
2022-10-25,18.2025,1653.17,20189.29
2022-10-26,17.9323,1664.57,20752.38
2022-10-27,17.9792,1663.31,20399.52
2022-10-28,18.1341,1644.86,20635.82
2022-10-29,,,20864.33
2022-10-30,,,20689.77
2022-10-31,18.3545,1633.56,20405.66
2022-11-01,18.228,1647.98,20479.4
2022-11-02,18.2563,1635.24,20175.79
2022-11-03,18.4056,1629.49,20238.8
2022-11-04,17.9038,1681.87,21135.44
2022-11-05,,,21355.89
2022-11-06,,,21128.93
2022-11-07,17.7309,1675.63,20683.87
2022-11-08,17.7125,1712.42,18698.63
2022-11-09,17.7933,1706.74,15731.3
2022-11-10,17.3629,1755.45,17807.64
2022-11-11,17.2397,1771.24,16757.37
2022-11-12,,,16793.47
2022-11-13,,,16365.81
2022-11-14,17.295,1771.4,16385.41
2022-11-15,17.3158,1778.94,16890.18
2022-11-16,17.2678,1773.87,16531.47
2022-11-17,17.3765,1760.44,16680.76
2022-11-18,17.2559,1750.68,16637.36
2022-11-19,,,16660.59
